3349,Port Hedland International Airport,Port Hedland,Australia,PHE,YPPD,"","",33,"","",Australia/Perth,airport
3350,Adelaide Parafield Airport,Adelaide,Australia,\N,YPPF,"","",57,"","",Australia/Adelaide,airport
3351,Perth International Airport,Perth,Australia,PER,YPPH,"","",67,"","",Australia/Perth,airport
3352,Woomera Airfield,Woomera,Australia,UMR,YPWR,"","",548,"","",Australia/Adelaide,airport
3353,Christmas Island Airport,Christmas Island,Christmas Island,XCH,YPXM,"","",916,"","",Indian/Christmas,airport
3354,Sydney Bankstown Airport,Sydney,Australia,BWU,YSBK,"","",29,"","",Australia/Sydney,airport
3355,Canberra International Airport,Canberra,Australia,CBR,YSCB,"","",1886,"","",Australia/Sydney,airport
3356,Coffs Harbour Airport,Coff's Harbour,Australia,CFS,YSCH,"","",18,"","",Australia/Sydney,airport
3357,Camden Airport,Camden,Australia,CDU,YSCN,"","",230,"","",Australia/Sydney,airport
3358,Dubbo City Regional Airport,Dubbo,Australia,DBO,YSDU,"","",935,"","",Australia/Sydney,airport
3359,Norfolk Island International Airport,Norfolk Island,Norfolk Island,NLK,YSNF,"","",371,"","",Pacific/Norfolk,airport
3360,RAAF Base Richmond,Richmond,Australia,XRH,YSRI,"","",67,"","",Australia/Sydney,airport
3361,Sydney Kingsford Smith International Airport,Sydney,Australia,SYD,YSSY,"","",21,"","",Australia/Sydney,airport
3362,Tamworth Airport,Tamworth,Australia,TMW,YSTW,"","",1334,"","",Australia/Sydney,airport
3363,Wagga Wagga City Airport,Wagga Wagga,Australia,WGA,YSWG,"","",724,"","",Australia/Sydney,airport
3364,Beijing Capital International Airport,Beijing,China,PEK,ZBAA,"","",116,"","",Asia/Shanghai,airport
3366,Dongshan Airport,Hailar,China,HLD,ZBLA,"","",2169,"","",Asia/Shanghai,airport
3368,Tianjin Binhai International Airport,Tianjin,China,TSN,ZBTJ,"","",10,"","",Asia/Shanghai,airport
3369,Taiyuan Wusu Airport,Taiyuan,China,TYN,ZBYN,"","",2575,"","",Asia/Shanghai,airport
3370,Guangzhou Baiyun International Airport,Guangzhou,China,CAN,ZGGG,"","",50,"","",Asia/Shanghai,airport
3371,Changsha Huanghua International Airport,Changcha,China,CSX,ZGHA,"","",217,"","",Asia/Shanghai,airport
3372,Guilin Liangjiang International Airport,Guilin,China,KWL,ZGKL,"","",570,"","",Asia/Shanghai,airport
3373,Nanning Wuxu Airport,Nanning,China,NNG,ZGNN,"","",421,"","",Asia/Shanghai,airport
3374,Shenzhen Bao'an International Airport,Shenzhen,China,SZX,ZGSZ,"","",13,"","",Asia/Shanghai,airport
3375,Zhengzhou Xinzheng International Airport,Zhengzhou,China,CGO,ZHCC,"","",495,"","",Asia/Shanghai,airport
3376,Wuhan Tianhe International Airport,Wuhan,China,WUH,ZHHH,"","",113,"","",Asia/Shanghai,airport
3377,Pyongyang Sunan International Airport,Pyongyang,North Korea,FNJ,ZKPY,"","",117,"","",Asia/Pyongyang,airport
3378,Lanzhou Zhongchuan Airport,Lanzhou,China,LHW,ZLLL,"","",6388,"","",Asia/Shanghai,airport
3379,Xi'an Xianyang International Airport,Xi'an,China,XIY,ZLXY,"","",1572,"","",Asia/Shanghai,airport
3380,Chinggis Khaan International Airport,Ulan Bator,Mongolia,ULN,ZMUB,"","",4364,"","",Asia/Ulaanbaatar,airport
3381,Xishuangbanna Gasa Airport,Jinghonggasa,China,JHG,ZPJH,"","",1815,"","",Asia/Shanghai,airport
3382,Kunming Changshui International Airport,Kunming,China,KMG,ZPPP,"","",6903,"","",Asia/Shanghai,airport
3383,Xiamen Gaoqi International Airport,Xiamen,China,XMN,ZSAM,"","",59,"","",Asia/Shanghai,airport
3384,Nanchang Changbei International Airport,Nanchang,China,KHN,ZSCN,"","",143,"","",Asia/Shanghai,airport
3385,Fuzhou Changle International Airport,Fuzhou,China,FOC,ZSFZ,"","",46,"","",Asia/Shanghai,airport
3386,Hangzhou Xiaoshan International Airport,Hangzhou,China,HGH,ZSHC,"","",23,"","",Asia/Shanghai,airport
3387,Ningbo Lishe International Airport,Ninbo,China,NGB,ZSNB,"","",13,"","",Asia/Shanghai,airport
3388,Nanjing Lukou Airport,Nanjing,China,NKG,ZSNJ,"","",49,"","",Asia/Shanghai,airport
3389,Hefei Luogang International Airport,Hefei,China,HFE,ZSOF,"","",108,"","",Asia/Shanghai,airport
3390,Liuting Airport,Qingdao,China,TAO,ZSQD,"","",33,"","",Asia/Shanghai,airport
3391,Shanghai Hongqiao International Airport,Shanghai,China,SHA,ZSSS,"","",10,"","",Asia/Shanghai,airport
3392,Yantai Laishan Airport,Yantai,China,YNT,ZSYT,"","",59,"","",Asia/Shanghai,airport
3393,Chongqing Jiangbei International Airport,Chongqing,China,CKG,ZUCK,"","",1365,"","",Asia/Shanghai,airport
3394,Longdongbao Airport,Guiyang,China,KWE,ZUGY,"","",3736,"","",Asia/Shanghai,airport
3395,Chengdu Shuangliu International Airport,Chengdu,China,CTU,ZUUU,"","",1625,"","",Asia/Shanghai,airport
3396,Xichang Qingshan Airport,Xichang,China,XIC,ZUXC,"","",5112,"","",Asia/Shanghai,airport
3397,Kashgar Airport,Kashi,China,KHG,ZWSH,"","",4529,"","",Asia/Shanghai,airport
3398,Hotan Airport,Hotan,China,HTN,ZWTN,"","",4672,"","",Asia/Shanghai,airport
3399,Ürümqi Diwopu International Airport,Urumqi,China,URC,ZWWW,"","",2125,"","",Asia/Shanghai,airport
3400,Taiping Airport,Harbin,China,HRB,ZYHB,"","",457,"","",Asia/Shanghai,airport
3402,Mudanjiang Hailang International Airport,Mudanjiang,China,MDG,ZYMD,"","",883,"","",Asia/Shanghai,airport
3404,Zhoushuizi Airport,Dalian,China,DLC,ZYTL,"","",107,"","",Asia/Shanghai,airport
3406,Shanghai Pudong International Airport,Shanghai,China,PVG,ZSPD,"","",13,"","",Asia/Shanghai,airport
3407,Pulau Tioman Airport,Tioman,Malaysia,TOD,WMBT,"","",15,"","",Asia/Kuala_Lumpur,airport
3408,Sultan Abdul Aziz Shah International Airport,Kuala Lumpur,Malaysia,SZB,WMSA,"","",90,"","",Asia/Kuala_Lumpur,airport
3409,Noto Airport,Wajima,Japan,NTQ,RJNW,"","",718,"","",Asia/Tokyo,airport
3410,Borg El Arab International Airport,Alexandria,Egypt,HBE,HEBA,"","",177,"","",Africa/Cairo,airport
3411,Barter Island LRRS Airport,Barter Island,United States,BTI,PABA,"","",2,"","",America/Anchorage,airport
3412,Wainwright Air Station,Fort Wainwright,United States,\N,PAWT,"","",35,"","",America/Anchorage,airport
3413,Cape Lisburne LRRS Airport,Cape Lisburne,United States,LUR,PALU,"","",16,"","",America/Anchorage,airport
3414,Point Lay LRRS Airport,Point Lay,United States,PIZ,PPIZ,"","",22,"","",America/Anchorage,airport
3415,Hilo International Airport,Hilo,United States,ITO,PHTO,"","",38,"","",Pacific/Honolulu,airport
3416,Orlando Executive Airport,Orlando,United States,ORL,KORL,"","",113,"","",America/New_York,airport
3417,Bettles Airport,Bettles,United States,BTT,PABT,"","",647,"","",America/Anchorage,airport
3418,Clear Airport,Clear Mews,United States,\N,PACL,"","",552,"","",America/Anchorage,airport
3419,Indian Mountain LRRS Airport,Indian Mountains,United States,UTO,PAIM,"","",1273,"","",America/Anchorage,airport
3420,Fort Yukon Airport,Fort Yukon,United States,FYU,PFYU,"","",433,"","",America/Anchorage,airport
3421,Sparrevohn LRRS Airport,Sparrevohn,United States,SVW,PASV,"","",1585,"","",America/Anchorage,airport
3422,Bryant Army Heliport,Fort Richardson,United States,FRN,PAFR,"","",378,"","",America/Anchorage,airport
3423,Tatalina LRRS Airport,Tatalina,United States,TLJ,PATL,"","",964,"","",America/Anchorage,airport
3424,Cape Romanzof LRRS Airport,Cape Romanzof,United States,CZF,PACZ,"","",464,"","",America/Anchorage,airport
3425,Laurence G Hanscom Field,Bedford,United States,BED,KBED,"","",133,"","",America/New_York,airport
3426,St Paul Island Airport,St. Paul Island,United States,SNP,PASN,"","",63,"","",America/Anchorage,airport
3427,Cape Newenham LRRS Airport,Cape Newenham,United States,EHM,PAEH,"","",541,"","",America/Anchorage,airport
3428,St George Airport,Point Barrow,United States,STG,PAPB,"","",125,"","",America/Anchorage,airport
3429,Iliamna Airport,Iliamna,United States,ILI,PAIL,"","",192,"","",America/Anchorage,airport
3430,Platinum Airport,Port Moller,United States,PTU,PAPM,"","",15,"","",America/Anchorage,airport
3431,Big Mountain Airport,Big Mountain,United States,BMX,PABM,"","",663,"","",America/Anchorage,airport
3432,Oscoda Wurtsmith Airport,Oscoda,United States,OSC,KOSC,"","",633,"","",America/New_York,airport
3433,Marina Municipal Airport,Fort Ord,United States,OAR,KOAR,"","",137,"","",America/Los_Angeles,airport
3434,Sacramento Mather Airport,Sacramento,United States,MHR,KMHR,"","",98,"","",America/Los_Angeles,airport
3435,Bicycle Lake Army Air Field,Fort Irwin,United States,BYS,KBYS,"","",2350,"","",America/Los_Angeles,airport
3436,Twentynine Palms (Self) Airport,Twenty Nine Palms,United States,\N,KNXP,"","",2051,"","",America/Los_Angeles,airport
3437,Fort Smith Regional Airport,Fort Smith,United States,FSM,KFSM,"","",469,"","",America/Chicago,airport
3438,Merrill Field,Anchorage,United States,MRI,PAMR,"","",137,"","",America/Anchorage,airport
3439,Grants-Milan Municipal Airport,Grants,United States,GNT,KGNT,"","",6537,"","",America/Denver,airport
3440,Ponca City Regional Airport,Ponca City,United States,PNC,KPNC,"","",1008,"","",America/Chicago,airport
3441,Hunter Army Air Field,Hunter Aaf,United States,SVN,KSVN,"","",41,"","",America/New_York,airport
3442,Grand Forks International Airport,Grand Forks,United States,GFK,KGFK,"","",845,"","",America/Chicago,airport
3443,"Pine Bluff Regional Airport, Grider Field",Pine Bluff,United States,PBF,KPBF,"","",206,"","",America/Chicago,airport
3444,Whiting Field Naval Air Station - North,Milton,United States,NSE,KNSE,"","",199,"","",America/Chicago,airport
3445,Hana Airport,Hana,United States,HNM,PHHN,"","",78,"","",Pacific/Honolulu,airport
3446,Ernest A. Love Field,Prescott,United States,PRC,KPRC,"","",5045,"","",America/Phoenix,airport
3447,Trenton Mercer Airport,Trenton,United States,TTN,KTTN,"","",213,"","",America/New_York,airport
3448,General Edward Lawrence Logan International Airport,Boston,United States,BOS,KBOS,"","",20,"","",America/New_York,airport
3449,Travis Air Force Base,Fairfield,United States,SUU,KSUU,"","",62,"","",America/Los_Angeles,airport
3450,Griffiss International Airport,Rome,United States,RME,KRME,"","",504,"","",America/New_York,airport
3451,Wendover Airport,Wendover,United States,ENV,KENV,"","",4237,"","",America/Denver,airport
3452,Mobile Downtown Airport,Mobile,United States,BFM,KBFM,"","",26,"","",America/Chicago,airport
3453,Metropolitan Oakland International Airport,Oakland,United States,OAK,KOAK,"","",9,"","",America/Los_Angeles,airport
3454,Eppley Airfield,Omaha,United States,OMA,KOMA,"","",984,"","",America/Chicago,airport
3455,Port Angeles Cgas Airport,Port Angeles,United States,\N,KNOW,"","",13,"","",America/Los_Angeles,airport
3456,Kahului Airport,Kahului,United States,OGG,PHOG,"","",54,"","",Pacific/Honolulu,airport
3457,Wichita Eisenhower National Airport,Wichita,United States,ICT,KICT,"","",1333,"","",America/Chicago,airport
3458,Kansas City International Airport,Kansas City,United States,MCI,KMCI,"","",1026,"","",America/Chicago,airport
3459,Dane County Regional Truax Field,Madison,United States,MSN,KMSN,"","",887,"","",America/Chicago,airport
3460,Dillingham Airport,Dillingham,United States,DLG,PADL,"","",81,"","",America/Anchorage,airport
3461,Boone County Airport,Harrison,United States,HRO,KHRO,"","",1365,"","",America/Chicago,airport
3462,Phoenix Sky Harbor International Airport,Phoenix,United States,PHX,KPHX,"","",1135,"","",America/Phoenix,airport
3463,Bangor International Airport,Bangor,United States,BGR,KBGR,"","",192,"","",America/New_York,airport
3464,Fort Lauderdale Executive Airport,Fort Lauderdale,United States,FXE,KFXE,"","",13,"","",America/New_York,airport
3465,East Texas Regional Airport,Longview,United States,GGG,KGGG,"","",365,"","",America/Chicago,airport
3466,Anderson Regional Airport,Andersen,United States,AND,KAND,"","",782,"","",America/New_York,airport
3467,Spokane International Airport,Spokane,United States,GEG,KGEG,"","",2376,"","",America/Los_Angeles,airport
3468,North Perry Airport,Hollywood,United States,HWO,KHWO,"","",8,"","",America/New_York,airport
3469,San Francisco International Airport,San Francisco,United States,SFO,KSFO,"","",13,"","",America/Los_Angeles,airport
3470,Cut Bank International Airport,Cutbank,United States,CTB,KCTB,"","",3854,"","",America/Denver,airport
3471,Acadiana Regional Airport,Louisiana,United States,ARA,KARA,"","",24,"","",America/Chicago,airport
3472,Gainesville Regional Airport,Gainesville,United States,GNV,KGNV,"","",152,"","",America/New_York,airport
3473,Memphis International Airport,Memphis,United States,MEM,KMEM,"","",341,"","",America/Chicago,airport
3474,Bisbee Douglas International Airport,Douglas,United States,DUG,KDUG,"","",4154,"","",America/Phoenix,airport
3475,Allen Army Airfield,Delta Junction,United States,BIG,PABI,"","",1291,"","",America/Anchorage,airport
3476,TSTC Waco Airport,Waco,United States,CNW,KCNW,"","",470,"","",America/Chicago,airport
3477,Annette Island Airport,Annette Island,United States,ANN,PANT,"","",119,"","",America/Anchorage,airport
3478,Caribou Municipal Airport,Caribou,United States,CAR,KCAR,"","",626,"","",America/New_York,airport
3479,Little Rock Air Force Base,Jacksonville,United States,LRF,KLRF,"","",311,"","",America/Chicago,airport
3480,Redstone Army Air Field,Redstone,United States,HUA,KHUA,"","",684,"","",America/Chicago,airport
3481,Pope Field,Fort Bragg,United States,POB,KPOB,"","",217,"","",America/New_York,airport
3482,Dalhart Municipal Airport,Dalhart,United States,DHT,KDHT,"","",3991,"","",America/Chicago,airport
3483,DLF Airport,Del Rio,United States,DLF,KDLF,"","",1082,"","",America/Chicago,airport
3484,Los Angeles International Airport,Los Angeles,United States,LAX,KLAX,"","",125,"","",America/Los_Angeles,airport
3485,Anniston Regional Airport,Anniston,United States,ANB,KANB,"","",612,"","",America/Chicago,airport
3486,Cleveland Hopkins International Airport,Cleveland,United States,CLE,KCLE,"","",791,"","",America/New_York,airport
3487,Dover Air Force Base,Dover,United States,DOV,KDOV,"","",24,"","",America/New_York,airport
3488,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,CVG,KCVG,"","",896,"","",America/New_York,airport
3489,Tipton Airport,Fort Meade,United States,FME,KFME,"","",150,"","",America/New_York,airport
3490,China Lake Naws (Armitage Field) Airport,China Lake,United States,\N,KNID,"","",2283,"","",America/Los_Angeles,airport
3491,Huron Regional Airport,Huron,United States,HON,KHON,"","",1289,"","",America/Chicago,airport
3492,Juneau International Airport,Juneau,United States,JNU,PAJN,"","",21,"","",America/Anchorage,airport
3493,Lafayette Regional Airport,Lafayette,United States,LFT,KLFT,"","",42,"","",America/Chicago,airport
3494,Newark Liberty International Airport,Newark,United States,EWR,KEWR,"","",18,"","",America/New_York,airport
3495,Boise Air Terminal/Gowen Field,Boise,United States,BOI,KBOI,"","",2871,"","",America/Denver,airport
3496,Creech Air Force Base,Indian Springs,United States,INS,KINS,"","",3133,"","",America/Los_Angeles,airport
3497,Garden City Regional Airport,Garden City,United States,GCK,KGCK,"","",2891,"","",America/Chicago,airport
3498,Minot International Airport,Minot,United States,MOT,KMOT,"","",1716,"","",America/Chicago,airport
3499,Wheeler Army Airfield,Wahiawa,United States,HHI,PHHI,"","",837,"","",Pacific/Honolulu,airport
3500,Maxwell Air Force Base,Montgomery,United States,MXF,KMXF,"","",171,"","",America/Chicago,airport
3501,Robinson Army Air Field,Robinson,United States,\N,KRBM,"","",587,"","",America/Chicago,airport
3502,Dallas Love Field,Dallas,United States,DAL,KDAL,"","",487,"","",America/Chicago,airport
3503,Butts AAF (Fort Carson) Air Field,Fort Carson,United States,FCS,KFCS,"","",5838,"","",America/Denver,airport
3504,Helena Regional Airport,Helena,United States,HLN,KHLN,"","",3877,"","",America/Denver,airport
3505,Miramar Marine Corps Air Station - Mitscher Field,Miramar,United States,NKX,KNKX,"","",477,"","",America/Los_Angeles,airport
3506,Luke Air Force Base,Phoenix,United States,LUF,KLUF,"","",1085,"","",America/Phoenix,airport
3507,Hurlburt Field,Mary Esther,United States,\N,KHRT,"","",38,"","",America/Chicago,airport
3508,Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,United States,HHR,KHHR,"","",66,"","",America/Los_Angeles,airport
3509,Houlton International Airport,Houlton,United States,HUL,KHUL,"","",489,"","",America/New_York,airport
3510,Vance Air Force Base,Enid,United States,END,KEND,"","",1307,"","",America/Chicago,airport
3511,Point Mugu Naval Air Station (Naval Base Ventura Co),Point Mugu,United States,NTD,KNTD,"","",13,"","",America/Los_Angeles,airport
3512,Edwards Air Force Base,Edwards Afb,United States,EDW,KEDW,"","",2312,"","",America/Los_Angeles,airport
3513,Lake Charles Regional Airport,Lake Charles,United States,LCH,KLCH,"","",15,"","",America/Chicago,airport
3514,Ellison Onizuka Kona International At Keahole Airport,Kona,United States,KOA,PHKO,"","",47,"","",Pacific/Honolulu,airport
3515,Myrtle Beach International Airport,Myrtle Beach,United States,MYR,KMYR,"","",25,"","",America/New_York,airport
3516,Lemoore Naval Air Station (Reeves Field) Airport,Lemoore,United States,NLC,KNLC,"","",232,"","",America/Los_Angeles,airport
3517,Nantucket Memorial Airport,Nantucket,United States,ACK,KACK,"","",47,"","",America/New_York,airport
3518,Felker Army Air Field,Fort Eustis,United States,FAF,KFAF,"","",12,"","",America/New_York,airport
3519,Campbell AAF (Fort Campbell) Air Field,Hopkinsville,United States,HOP,KHOP,"","",573,"","",America/Chicago,airport
3520,Ronald Reagan Washington National Airport,Washington,United States,DCA,KDCA,"","",15,"","",America/New_York,airport
3521,Patuxent River Naval Air Station (Trapnell Field),Patuxent River,United States,NHK,KNHK,"","",39,"","",America/New_York,airport
3522,Palacios Municipal Airport,Palacios,United States,PSX,KPSX,"","",14,"","",America/Chicago,airport
3523,Arkansas International Airport,Blytheville,United States,BYH,KBYH,"","",254,"","",America/Chicago,airport
3524,Atlantic City International Airport,Atlantic City,United States,ACY,KACY,"","",75,"","",America/New_York,airport
3525,Tinker Air Force Base,Oklahoma City,United States,TIK,KTIK,"","",1291,"","",America/Chicago,airport
3526,Elizabeth City Regional Airport & Coast Guard Air Station,Elizabeth City,United States,ECG,KECG,"","",12,"","",America/New_York,airport
3527,Pueblo Memorial Airport,Pueblo,United States,PUB,KPUB,"","",4726,"","",America/Denver,airport
3528,Northern Maine Regional Airport at Presque Isle,Presque Isle,United States,PQI,KPQI,"","",534,"","",America/New_York,airport
3530,Gray Army Air Field,Fort Lewis,United States,GRF,KGRF,"","",300,"","",America/Los_Angeles,airport
3531,Kodiak Airport,Kodiak,United States,ADQ,PADQ,"","",78,"","",America/Anchorage,airport
3532,Upolu Airport,Opolu,United States,UPP,PHUP,"","",96,"","",Pacific/Honolulu,airport
3533,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,"","",9,"","",America/New_York,airport
3534,Muskogee-Davis Regional Airport,Muskogee,United States,\N,KMKO,"","",611,"","",America/Chicago,airport
3535,Falls International Airport,International Falls,United States,INL,KINL,"","",1185,"","",America/Chicago,airport
3536,Salt Lake City International Airport,Salt Lake City,United States,SLC,KSLC,"","",4227,"","",America/Denver,airport
3537,Childress Municipal Airport,Childress,United States,CDS,KCDS,"","",1954,"","",America/Chicago,airport
3538,Keesler Air Force Base,Biloxi,United States,BIX,KBIX,"","",33,"","",America/Chicago,airport
3539,Lawson Army Air Field (Fort Benning),Fort Benning,United States,LSF,KLSF,"","",232,"","",America/New_York,airport
3540,Kingsville Naval Air Station,Kingsville,United States,NQI,KNQI,"","",50,"","",America/Chicago,airport
3541,Marshall Army Air Field,Fort Riley,United States,FRI,KFRI,"","",1065,"","",America/Chicago,airport
3542,Harrisburg International Airport,Harrisburg,United States,MDT,KMDT,"","",310,"","",America/New_York,airport
3543,Lincoln Airport,Lincoln,United States,LNK,KLNK,"","",1219,"","",America/Chicago,airport
3544,Capital City Airport,Lansing,United States,LAN,KLAN,"","",861,"","",America/New_York,airport
3545,Waimea Kohala Airport,Kamuela,United States,MUE,PHMU,"","",2671,"","",Pacific/Honolulu,airport
3546,Massena International Richards Field,Massena,United States,MSS,KMSS,"","",215,"","",America/New_York,airport
3547,Hickory Regional Airport,Hickory,United States,HKY,KHKY,"","",1190,"","",America/New_York,airport
3548,Albert Whitted Airport,St. Petersburg,United States,SPG,KSPG,"","",7,"","",America/New_York,airport
3549,Page Field,Fort Myers,United States,FMY,KFMY,"","",17,"","",America/New_York,airport
3550,George Bush Intercontinental Houston Airport,Houston,United States,IAH,KIAH,"","",97,"","",America/Chicago,airport
3551,Millinocket Municipal Airport,Millinocket,United States,\N,KMLT,"","",408,"","",America/New_York,airport
3552,Joint Base Andrews,Camp Springs,United States,ADW,KADW,"","",280,"","",America/New_York,airport
3553,Smith Reynolds Airport,Winston-salem,United States,INT,KINT,"","",969,"","",America/New_York,airport
3554,Southern California Logistics Airport,Victorville,United States,VCV,KVCV,"","",2885,"","",America/Los_Angeles,airport
3555,Bob Sikes Airport,Crestview,United States,CEW,KCEW,"","",213,"","",America/Chicago,airport
3556,Wheeler Sack Army Air Field,Fort Drum,United States,\N,KGTB,"","",688,"","",America/New_York,airport
3557,St Clair County International Airport,Port Huron,United States,PHN,KPHN,"","",650,"","",America/New_York,airport
3558,Meadows Field,Bakersfield,United States,BFL,KBFL,"","",510,"","",America/Los_Angeles,airport
3559,El Paso International Airport,El Paso,United States,ELP,KELP,"","",3959,"","",America/Denver,airport
3560,Valley International Airport,Harlingen,United States,HRL,KHRL,"","",36,"","",America/Chicago,airport
3561,Columbia Metropolitan Airport,Columbia,United States,CAE,KCAE,"","",236,"","",America/New_York,airport
3562,Davis Monthan Air Force Base,Tucson,United States,DMA,KDMA,"","",2704,"","",America/Phoenix,airport
3563,Pensacola Naval Air Station/Forrest Sherman Field,Pensacola,United States,NPA,KNPA,"","",28,"","",America/Chicago,airport
3564,Pensacola Regional Airport,Pensacola,United States,PNS,KPNS,"","",121,"","",America/Chicago,airport
3565,Grand Forks Air Force Base,Red River,United States,RDR,KRDR,"","",913,"","",America/Chicago,airport
3566,William P Hobby Airport,Houston,United States,HOU,KHOU,"","",46,"","",America/Chicago,airport
3567,Buckley Air Force Base,Buckley,United States,BFK,KBKF,"","",5662,"","",America/Denver,airport
3568,Northway Airport,Northway,United States,ORT,PAOR,"","",1715,"","",America/Anchorage,airport
3569,"\"Warren \"\"Bud\"\" Woods Palmer Municipal Airport\"",Palmer,United States,PAQ,PAAQ,"","",242,"","",America/Anchorage,airport
3570,Pittsburgh International Airport,Pittsburgh,United States,PIT,KPIT,"","",1203,"","",America/New_York,airport
3571,Wiley Post Will Rogers Memorial Airport,Barrow,United States,BRW,PABR,"","",44,"","",America/Anchorage,airport
3572,Ellington Airport,Houston,United States,EFD,KEFD,"","",32,"","",America/Chicago,airport
3573,Whidbey Island Naval Air Station (Ault Field),Whidbey Island,United States,NUW,KNUW,"","",47,"","",America/Los_Angeles,airport
3574,Alice International Airport,Alice,United States,ALI,KALI,"","",178,"","",America/Chicago,airport
3575,Moody Air Force Base,Valdosta,United States,VAD,KVAD,"","",233,"","",America/New_York,airport
3576,Miami International Airport,Miami,United States,MIA,KMIA,"","",8,"","",America/New_York,airport
3577,Seattle Tacoma International Airport,Seattle,United States,SEA,KSEA,"","",433,"","",America/Los_Angeles,airport
3578,Lovell Field,Chattanooga,United States,CHA,KCHA,"","",683,"","",America/New_York,airport
3579,Igor I Sikorsky Memorial Airport,Stratford,United States,BDR,KBDR,"","",9,"","",America/New_York,airport
3580,Jackson-Medgar Wiley Evers International Airport,Jackson,United States,JAN,KJAN,"","",346,"","",America/Chicago,airport
3581,Scholes International At Galveston Airport,Galveston,United States,GLS,KGLS,"","",6,"","",America/Chicago,airport
3582,Long Beach /Daugherty Field/ Airport,Long Beach,United States,LGB,KLGB,"","",60,"","",America/Los_Angeles,airport
3583,Dillingham Airfield,Dillingham,United States,HDH,PHDH,"","",14,"","",Pacific/Honolulu,airport
3584,Williamsport Regional Airport,Williamsport,United States,IPT,KIPT,"","",529,"","",America/New_York,airport
3585,Indianapolis International Airport,Indianapolis,United States,IND,KIND,"","",797,"","",America/New_York,airport
3586,Whiteman Air Force Base,Knobnoster,United States,SZL,KSZL,"","",870,"","",America/Chicago,airport
3587,Akron Fulton International Airport,Akron,United States,AKC,KAKR,"","",1067,"","",America/New_York,airport
3588,Greenwood–Leflore Airport,Greenwood,United States,GWO,KGWO,"","",162,"","",America/Chicago,airport
3589,Westchester County Airport,White Plains,United States,HPN,KHPN,"","",439,"","",America/New_York,airport
3590,Francis S Gabreski Airport,West Hampton Beach,United States,FOK,KFOK,"","",67,"","",America/New_York,airport
3591,Jonesboro Municipal Airport,Jonesboro,United States,JBR,KJBR,"","",262,"","",America/Chicago,airport
3592,Tonopah Test Range Airport,Tonopah,United States,XSD,KTNX,"","",5549,"","",America/Los_Angeles,airport
3593,Palm Beach County Park Airport,West Palm Beach,United States,LNA,KLNA,"","",14,"","",America/New_York,airport
3594,North Island Naval Air Station-Halsey Field,San Diego,United States,NZY,KNZY,"","",26,"","",America/Los_Angeles,airport
3595,Biggs Army Air Field (Fort Bliss),El Paso,United States,BIF,KBIF,"","",3946,"","",America/Denver,airport
3596,Yuma MCAS/Yuma International Airport,Yuma,United States,YUM,KNYL,"","",213,"","",America/Phoenix,airport
3597,Cavern City Air Terminal,Carlsbad,United States,CNM,KCNM,"","",3295,"","",America/Denver,airport
3598,Duluth International Airport,Duluth,United States,DLH,KDLH,"","",1428,"","",America/Chicago,airport
3599,Bethel Airport,Bethel,United States,BET,PABE,"","",126,"","",America/Anchorage,airport
3600,Bowman Field,Louisville,United States,LOU,KLOU,"","",546,"","",America/New_York,airport
3601,Sierra Vista Municipal Libby Army Air Field,Fort Huachuca,United States,FHU,KFHU,"","",4719,"","",America/Phoenix,airport
3602,Lihue Airport,Lihue,United States,LIH,PHLI,"","",153,"","",Pacific/Honolulu,airport
3603,"Terre Haute Regional Airport, Hulman Field",Terre Haute,United States,HUF,KHUF,"","",589,"","",America/New_York,airport
3604,Havre City County Airport,Havre,United States,HVR,KHVR,"","",2591,"","",America/Denver,airport
3605,Grant County International Airport,Grant County Airport,United States,MWH,KMWH,"","",1189,"","",America/Los_Angeles,airport
3606,Edward F Knapp State Airport,Montpelier,United States,MPV,KMPV,"","",1166,"","",America/New_York,airport
3607,San Nicolas Island Nolf Airport,San Nicolas Island,United States,\N,KNSI,"","",506,"","",America/Los_Angeles,airport
3608,Richmond International Airport,Richmond,United States,RIC,KRIC,"","",167,"","",America/New_York,airport
3609,Shreveport Regional Airport,Shreveport,United States,SHV,KSHV,"","",258,"","",America/Chicago,airport
3610,Merle K (Mudhole) Smith Airport,Cordova,United States,CDV,PACV,"","",54,"","",America/Anchorage,airport
3611,Norfolk International Airport,Norfolk,United States,ORF,KORF,"","",26,"","",America/New_York,airport
3612,Southeast Texas Regional Airport,Beaumont,United States,BPT,KBPT,"","",15,"","",America/Chicago,airport
3613,Savannah Hilton Head International Airport,Savannah,United States,SAV,KSAV,"","",50,"","",America/New_York,airport
3614,Hill Air Force Base,Ogden,United States,HIF,KHIF,"","",4789,"","",America/Denver,airport
3615,Nome Airport,Nome,United States,OME,PAOM,"","",37,"","",America/Anchorage,airport
3616,Scappoose Industrial Airpark,San Luis,United States,\N,KSPB,"","",58,"","",America/Los_Angeles,airport
3617,St Petersburg Clearwater International Airport,St. Petersburg,United States,PIE,KPIE,"","",11,"","",America/New_York,airport
3618,Menominee Regional Airport,Macon,United States,MNM,KMNM,"","",625,"","",America/Chicago,airport
