755,Celle Airport,Celle,Germany,ZCN,ETHC,"","",129,"","",Europe/Berlin,airport
756,Rheine Bentlage Air Base,Rheine-brentlange,Germany,\N,ETHE,"","",129,"","",Europe/Berlin,airport
757,Fritzlar Airport,Fritzlar,Germany,FRZ,ETHF,"","",1345,"","",Europe/Berlin,airport
758,Laupheim Air Base,Laupheim,Germany,\N,ETHL,"","",1766,"","",Europe/Berlin,airport
759,Mendig Airfield,Mendig,Germany,\N,ETHM,"","",597,"","",Europe/Berlin,airport
760,Niederstetten Army Air Base,Niederstetten,Germany,\N,ETHN,"","",1339,"","",Europe/Berlin,airport
761,Roth Airport,Roth,Germany,\N,ETHR,"","",1268,"","",Europe/Berlin,airport
762,Fassberg Air Base,Fassberg,Germany,\N,ETHS,"","",245,"","",Europe/Berlin,airport
763,Grafenwohr Army Air Field,Grafenwoehr,Germany,\N,ETIC,"","",1363,"","",Europe/Berlin,airport
764,Hanau Army Air Field,Hanau,Germany,ZNF,ETID,"","",368,"","",Europe/Berlin,airport
765,Hohenfels Army Air Field,Hohenfels,Germany,\N,ETIH,"","",1455,"","",Europe/Berlin,airport
766,Flugplatz Kitzingen,Kitzingen,Germany,KZG,ETIN,"","",689,"","",Europe/Berlin,airport
767,Nordholz Naval Airbase,Nordholz,Germany,FCN,ETMN,"","",74,"","",Europe/Berlin,airport
768,Diepholz Air Base,Diepholz,Germany,\N,ETND,"","",128,"","",Europe/Berlin,airport
769,Geilenkirchen Air Base,Geilenkirchen,Germany,GKE,ETNG,"","",296,"","",Europe/Berlin,airport
770,Hohn Air Base,Hohn,Germany,\N,ETNH,"","",39,"","",Europe/Berlin,airport
771,Jever Air Base,Jever,Germany,\N,ETNJ,"","",24,"","",Europe/Berlin,airport
772,Rostock-Laage Airport,Laage,Germany,RLG,ETNL,"","",138,"","",Europe/Berlin,airport
773,Nörvenich Air Base,Noervenich,Germany,\N,ETNN,"","",386,"","",Europe/Berlin,airport
774,Schleswig Air Base,Schleswig,Germany,WBG,ETNS,"","",70,"","",Europe/Berlin,airport
775,Wittmundhafen Airport,Wittmundhafen,Germany,\N,ETNT,"","",26,"","",Europe/Berlin,airport
777,Wunstorf Air Base,Wunstorf,Germany,\N,ETNW,"","",187,"","",Europe/Berlin,airport
778,Vilseck Army Air Field,Vilseck,Germany,\N,ETOI,"","",1353,"","",Europe/Berlin,airport
779,Coleman Army Air Field,Coleman,Germany,\N,ETOR,"","",309,"","",Europe/Berlin,airport
780,Wiesbaden Army Airfield,Wiesbaden,Germany,WIE,ETOU,"","",461,"","",Europe/Berlin,airport
781,Landsberg Lech Air Base,Landsberg,Germany,\N,ETSA,"","",2044,"","",Europe/Berlin,airport
782,Büchel Air Base,Buechel,Germany,\N,ETSB,"","",1568,"","",Europe/Berlin,airport
783,Erding Airport,Erding,Germany,\N,ETSE,"","",1515,"","",Europe/Berlin,airport
784,Fürstenfeldbruck Air Base,Fuerstenfeldbruck,Germany,FEL,ETSF,"","",1703,"","",Europe/Berlin,airport
785,Holzdorf Air Base,Holzdorf,Germany,\N,ETSH,"","",265,"","",Europe/Berlin,airport
786,Ingolstadt Manching Airport,Ingolstadt,Germany,IGS,ETSI,"","",1202,"","",Europe/Berlin,airport
787,Lechfeld Air Base,Lechfeld,Germany,\N,ETSL,"","",1822,"","",Europe/Berlin,airport
788,Neuburg AFB,Neuburg,Germany,\N,ETSN,"","",1249,"","",Europe/Berlin,airport
789,Gütersloh Air Base,Guetersloh,Germany,GUT,ETUO,"","",236,"","",Europe/Berlin,airport
790,Alexander Bay Airport,Alexander Bay,South Africa,ALJ,FAAB,"","",98,"","",Africa/Johannesburg,airport
791,Aggeneys Airport,Aggeneys,South Africa,AGZ,FAAG,"","",2648,"","",Africa/Johannesburg,airport
792,Brakpan Airport,Brakpan,South Africa,\N,FABB,"","",5300,"","",Africa/Johannesburg,airport
793,Bisho Airport,Bisho,South Africa,BIY,FABE,"","",1950,"","",Africa/Johannesburg,airport
794,Bram Fischer International Airport,Bloemfontein,South Africa,BFN,FABL,"","",4458,"","",Africa/Johannesburg,airport
795,Bethlehem Airport,Bethlehem,South Africa,\N,FABM,"","",5561,"","",Africa/Johannesburg,airport
796,Hendrik Potgieter Airport,Bothaville,South Africa,\N,FABO,"","",4236,"","",Africa/Johannesburg,airport
797,Cape Town International Airport,Cape Town,South Africa,CPT,FACT,"","",151,"","",Africa/Johannesburg,airport
798,Calvinia Airport,Calvinia,South Africa,\N,FACV,"","",3250,"","",Africa/Johannesburg,airport
799,King Shaka International Airport,Durban,South Africa,DUR,FALE,"","",295,"","",Africa/Johannesburg,airport
800,Ben Schoeman Airport,East London,South Africa,ELS,FAEL,"","",435,"","",Africa/Johannesburg,airport
801,Ermelo Airport,Ermelo,South Africa,\N,FAEO,"","",5700,"","",Africa/Johannesburg,airport
802,Ficksburg Sentraoes Airport,Ficksburg,South Africa,FCB,FAFB,"","",5315,"","",Africa/Johannesburg,airport
803,Grand Central Airport,Johannesburg,South Africa,GCJ,FAGC,"","",5325,"","",Africa/Johannesburg,airport
804,George Airport,George,South Africa,GRJ,FAGG,"","",648,"","",Africa/Johannesburg,airport
806,Graaff Reinet Airport,Graaff Reinet,South Africa,\N,FAGR,"","",2604,"","",Africa/Johannesburg,airport
807,Grahamstown Airport,Grahamstown,South Africa,\N,FAGT,"","",2135,"","",Africa/Johannesburg,airport
808,Greytown Airport,Greytown,South Africa,\N,FAGY,"","",3531,"","",Africa/Johannesburg,airport
809,Harmony Airport,Harmony,South Africa,\N,FAHA,"","",4399,"","",Africa/Johannesburg,airport
810,Harrismith Airport,Harrismith,South Africa,HRS,FAHR,"","",5585,"","",Africa/Johannesburg,airport
811,Hoedspruit Air Force Base Airport,Hoedspruit,South Africa,HDS,FAHS,"","",1743,"","",Africa/Johannesburg,airport
812,Gariep Dam Airport,Hendrik Verwoerddam,South Africa,\N,FAHV,"","",4176,"","",Africa/Johannesburg,airport
813,OR Tambo International Airport,Johannesburg,South Africa,JNB,FAOR,"","",5558,"","",Africa/Johannesburg,airport
814,P C Pelser Airport,Klerksdorp,South Africa,KXE,FAKD,"","",4444,"","",Africa/Johannesburg,airport
815,Kimberley Airport,Kimberley,South Africa,KIM,FAKM,"","",3950,"","",Africa/Johannesburg,airport
816,Krugersdorp Airport,Krugersdorp,South Africa,\N,FAKR,"","",5499,"","",Africa/Johannesburg,airport
817,Kroonstad Airport,Kroonstad,South Africa,\N,FAKS,"","",4700,"","",Africa/Johannesburg,airport
818,Johan Pienaar Airport,Kuruman,South Africa,KMH,FAKU,"","",4382,"","",Africa/Johannesburg,airport
819,Kleinsee Airport,Kleinsee,South Africa,KLZ,FAKZ,"","",270,"","",Africa/Johannesburg,airport
820,Lanseria Airport,Johannesburg,South Africa,HLA,FALA,"","",4517,"","",Africa/Johannesburg,airport
821,Lichtenburg Airport,Lichtenburg,South Africa,\N,FALI,"","",4875,"","",Africa/Johannesburg,airport
822,Makhado Air Force Base Airport,Lambertsbaai,South Africa,\N,FALM,"","",3069,"","",Africa/Johannesburg,airport
823,Langebaanweg Airport,Langebaanweg,South Africa,SDB,FALW,"","",108,"","",Africa/Johannesburg,airport
824,Ladysmith Airport,Ladysmith,South Africa,LAY,FALY,"","",3548,"","",Africa/Johannesburg,airport
825,Middelburg Airport,Middelburg,South Africa,\N,FAMB,"","",4886,"","",Africa/Johannesburg,airport
827,Margate Airport,Margate,South Africa,MGH,FAMG,"","",495,"","",Africa/Johannesburg,airport
828,Marble Hall Airport,Marble Hall,South Africa,\N,FAMI,"","",2980,"","",Africa/Johannesburg,airport
829,Majuba Power Station Airport,Majuba Power Station,South Africa,\N,FAMJ,"","",5600,"","",Africa/Johannesburg,airport
831,Riverside Airport,Malalane,South Africa,LLE,FAMN,"","",1024,"","",Africa/Johannesburg,airport
832,Morningside Farm Airport,Musina,South Africa,\N,FAMS,"","",4251,"","",Africa/Johannesburg,airport
833,Mkuze Airport,Mkuze,South Africa,MZQ,FAMU,"","",400,"","",Africa/Johannesburg,airport
834,Newcastle Airport,Newcastle,South Africa,NCS,FANC,"","",4074,"","",Africa/Johannesburg,airport
835,Nylstroom Airfield,Nylstroom,South Africa,\N,FANY,"","",3900,"","",Africa/Johannesburg,airport
836,Overberg Airport,Overberg,South Africa,OVG,FAOB,"","",52,"","",Africa/Johannesburg,airport
837,Oudtshoorn Airport,Oudtshoorn,South Africa,OUH,FAOH,"","",1063,"","",Africa/Johannesburg,airport
838,Port Elizabeth Airport,Port Elizabeth,South Africa,PLZ,FAPE,"","",226,"","",Africa/Johannesburg,airport
839,Plettenberg Bay Airport,Plettenberg Bay,South Africa,PBZ,FAPG,"","",465,"","",Africa/Johannesburg,airport
840,Hendrik Van Eck Airport,Phalaborwa,South Africa,PHW,FAPH,"","",1432,"","",Africa/Johannesburg,airport
841,Pietersburg Municipal Airport,Polokwane,South Africa,\N,FAPI,"","",4354,"","",Africa/Johannesburg,airport
842,Port St Johns Airport,Port Saint Johns,South Africa,JOH,FAPJ,"","",1227,"","",Africa/Johannesburg,airport
843,Pietermaritzburg Airport,Pietermaritzburg,South Africa,PZB,FAPM,"","",2423,"","",Africa/Johannesburg,airport
844,Pilanesberg International Airport,Pilanesberg,South Africa,NTY,FAPN,"","",3412,"","",Africa/Johannesburg,airport
845,Polokwane International Airport,Potgietersrus,South Africa,PTG,FAPP,"","",4076,"","",Africa/Johannesburg,airport
846,Potchefstroom Airport,Potchefstroom,South Africa,PCF,FAPS,"","",4520,"","",Africa/Johannesburg,airport
847,Parys Airport,Parys,South Africa,\N,FAPY,"","",4740,"","",Africa/Johannesburg,airport
848,Queenstown Airport,Queenstown,South Africa,UTW,FAQT,"","",3637,"","",Africa/Johannesburg,airport
849,Richards Bay Airport,Richard's Bay,South Africa,RCB,FARB,"","",109,"","",Africa/Johannesburg,airport
850,Rustenburg Airport,Rustenburg,South Africa,\N,FARG,"","",3700,"","",Africa/Johannesburg,airport
851,Robertson Airport,Robertson,South Africa,ROD,FARS,"","",640,"","",Africa/Johannesburg,airport
852,Springbok Airport,Springbok,South Africa,SBU,FASB,"","",2690,"","",Africa/Johannesburg,airport
853,Secunda Airport,Secunda,South Africa,ZEC,FASC,"","",5250,"","",Africa/Johannesburg,airport
854,Saldanha /Vredenburg Airport,Saldanha,South Africa,\N,FASD,"","",50,"","",Africa/Johannesburg,airport
855,Springs Airfield,Springs,South Africa,\N,FASI,"","",5340,"","",Africa/Johannesburg,airport
856,Swartkop Air Force Base,Swartkop,South Africa,\N,FASK,"","",4780,"","",Africa/Johannesburg,airport
857,Sishen Airport,Sishen,South Africa,SIS,FASS,"","",3848,"","",Africa/Johannesburg,airport
858,Hendrik Swellengrebel Airport,Swellendam,South Africa,\N,FASX,"","",407,"","",Africa/Johannesburg,airport
859,Skukuza Airport,Skukuza,South Africa,SZK,FASZ,"","",1020,"","",Africa/Johannesburg,airport
860,Tommys Field Airport,Tommy's Field,South Africa,\N,FATF,"","",4360,"","",Africa/Johannesburg,airport
861,New Tempe Airport,Bloemfontein,South Africa,\N,FATP,"","",4547,"","",Africa/Johannesburg,airport
862,Tutuka Power Station Airport,Tutuka,South Africa,\N,FATT,"","",5313,"","",Africa/Johannesburg,airport
863,Tzaneen Airport,Tzaneen,South Africa,LTA,FATZ,"","",1914,"","",Africa/Johannesburg,airport
864,Prince Mangosuthu Buthelezi Airport,Ulundi,South Africa,ULD,FAUL,"","",1720,"","",Africa/Johannesburg,airport
865,Pierre Van Ryneveld Airport,Upington,South Africa,UTN,FAUP,"","",2782,"","",Africa/Johannesburg,airport
866,K. D. Matanzima Airport,Umtata,South Africa,UTT,FAUT,"","",2400,"","",Africa/Johannesburg,airport
867,Vryburg Airport,Vryburg,South Africa,VRU,FAVB,"","",3920,"","",Africa/Johannesburg,airport
868,Virginia Airport,Durban,South Africa,VIR,FAVG,"","",20,"","",Africa/Johannesburg,airport
869,Vredendal Airport,Vredendal,South Africa,VRE,FAVR,"","",330,"","",Africa/Johannesburg,airport
870,Vereeniging Airport,Vereeniging,South Africa,\N,FAVV,"","",4846,"","",Africa/Johannesburg,airport
871,Wonderboom Airport,Pretoria,South Africa,PRY,FAWB,"","",4095,"","",Africa/Johannesburg,airport
872,Witbank Airport,Witbank,South Africa,\N,FAWI,"","",5078,"","",Africa/Johannesburg,airport
873,Waterkloof Air Force Base,Waterkloof,South Africa,WKF,FAWK,"","",4940,"","",Africa/Johannesburg,airport
874,Welkom Airport,Welkom,South Africa,\N,FAWM,"","",4421,"","",Africa/Johannesburg,airport
875,Ysterplaat Air Force Base,Ysterplaat,South Africa,\N,FAYP,"","",52,"","",Africa/Johannesburg,airport
876,Zeerust Airport,Zeerust,South Africa,\N,FAZR,"","",4258,"","",Africa/Johannesburg,airport
877,Francistown Airport,Francistown,Botswana,FRW,FBFT,"","",3283,"","",Africa/Gaborone,airport
878,Jwaneng Airport,Jwaneng,Botswana,JWA,FBJW,"","",3900,"","",Africa/Gaborone,airport
879,Kasane Airport,Kasane,Botswana,BBK,FBKE,"","",3289,"","",Africa/Gaborone,airport
880,Maun Airport,Maun,Botswana,MUB,FBMN,"","",3093,"","",Africa/Gaborone,airport
881,Sir Seretse Khama International Airport,Gaberone,Botswana,GBE,FBSK,"","",3299,"","",Africa/Gaborone,airport
882,Selebi Phikwe Airport,Selebi-phikwe,Botswana,PKW,FBSP,"","",2925,"","",Africa/Gaborone,airport
883,Maya-Maya Airport,Brazzaville,Congo (Brazzaville),BZV,FCBB,"","",1048,"","",Africa/Brazzaville,airport
884,Owando Airport,Owando,Congo (Kinshasa),FTX,FCOO,"","",1214,"","",Africa/Brazzaville,airport
885,Ouesso Airport,Ouesso,Congo (Kinshasa),OUE,FCOU,"","",1158,"","",Africa/Brazzaville,airport
886,Pointe Noire Airport,Pointe-noire,Congo (Brazzaville),PNR,FCPP,"","",55,"","",Africa/Brazzaville,airport
887,Matsapha Airport,Manzini,Swaziland,MTS,FDMS,"","",2075,"","",Africa/Mbabane,airport
888,Bangui M'Poko International Airport,Bangui,Central African Republic,BGF,FEFF,"","",1208,"","",Africa/Bangui,airport
889,Berbérati Airport,Berberati,Central African Republic,BBT,FEFT,"","",1929,"","",Africa/Bangui,airport
890,Bata Airport,Bata,Equatorial Guinea,BSG,FGBT,"","",13,"","",Africa/Malabo,airport
891,Malabo Airport,Malabo,Equatorial Guinea,SSG,FGSL,"","",76,"","",Africa/Malabo,airport
892,RAF Ascension Island,Wide Awake,Saint Helena,ASI,FHAW,"","",278,"","",Atlantic/St_Helena,airport
893,Sir Seewoosagur Ramgoolam International Airport,Plaisance,Mauritius,MRU,FIMP,"","",186,"","",Indian/Mauritius,airport
894,Sir Charles Gaetan Duval Airport,Rodriguez Island,Mauritius,RRG,FIMR,"","",95,"","",Indian/Mauritius,airport
895,Diego Garcia Naval Support Facility,Diego Garcia Island,British Indian Ocean Territory,NKW,FJDG,"","",9,"","",Indian/Chagos,airport
896,Tiko Airport,Tiko,Cameroon,TKC,FKKC,"","",151,"","",Africa/Douala,airport
897,Douala International Airport,Douala,Cameroon,DLA,FKKD,"","",33,"","",Africa/Douala,airport
898,Salak Airport,Maroua,Cameroon,MVR,FKKL,"","",1390,"","",Africa/Douala,airport
899,Foumban Nkounja Airport,Foumban,Cameroon,FOM,FKKM,"","",3963,"","",Africa/Douala,airport
900,N'Gaoundéré Airport,N'gaoundere,Cameroon,NGE,FKKN,"","",3655,"","",Africa/Douala,airport
901,Garoua International Airport,Garoua,Cameroon,GOU,FKKR,"","",794,"","",Africa/Douala,airport
902,Bafoussam Airport,Bafoussam,Cameroon,BFX,FKKU,"","",4347,"","",Africa/Douala,airport
903,Bamenda Airport,Bamenda,Cameroon,BPC,FKKV,"","",4065,"","",Africa/Douala,airport
904,Yaoundé Airport,Yaounde,Cameroon,YAO,FKKY,"","",2464,"","",Africa/Douala,airport
905,Kasompe Airport,Kasompe,Zambia,CGJ,FLKE,"","",4636,"","",Africa/Lusaka,airport
906,Livingstone Airport,Livingstone,Zambia,LVI,FLLI,"","",3302,"","",Africa/Lusaka,airport
907,Kenneth Kaunda International Airport Lusaka,Lusaka,Zambia,LUN,FLLS,"","",3779,"","",Africa/Lusaka,airport
908,Mfuwe Airport,Mfuwe,Zambia,MFU,FLMF,"","",1853,"","",Africa/Lusaka,airport
909,Mongu Airport,Mongu,Zambia,MNR,FLMG,"","",3488,"","",Africa/Lusaka,airport
910,Simon Mwansa Kapwepwe International Airport,Ndola,Zambia,NLA,FLND,"","",4167,"","",Africa/Lusaka,airport
911,Southdowns Airport,Southdowns,Zambia,KIW,FLSO,"","",4145,"","",Africa/Lusaka,airport
912,Prince Said Ibrahim International Airport,Moroni,Comoros,HAH,FMCH,"","",93,"","",Indian/Comoro,airport
913,Mohéli Bandar Es Eslam Airport,Moheli,Comoros,NWA,FMCI,"","",46,"","",Indian/Comoro,airport
914,Ouani Airport,Anjouan,Comoros,AJN,FMCV,"","",62,"","",Indian/Comoro,airport
915,Dzaoudzi Pamandzi International Airport,Dzaoudzi,Mayotte,DZA,FMCZ,"","",23,"","",Indian/Mayotte,airport
916,Roland Garros Airport,St.-denis,Reunion,RUN,FMEE,"","",66,"","",Indian/Reunion,airport
917,Pierrefonds Airport,St.-pierre,Reunion,ZSE,FMEP,"","",59,"","",Indian/Reunion,airport
918,Ivato Airport,Antananarivo,Madagascar,TNR,FMMI,"","",4198,"","",Indian/Antananarivo,airport
919,Miandrivazo Airport,Miandrivazo,Madagascar,ZVA,FMMN,"","",203,"","",Indian/Antananarivo,airport
920,Sainte Marie Airport,Sainte Marie,Madagascar,SMS,FMMS,"","",7,"","",Indian/Antananarivo,airport
921,Toamasina Airport,Toamasina,Madagascar,TMM,FMMT,"","",22,"","",Indian/Antananarivo,airport
922,Morondava Airport,Morondava,Madagascar,MOQ,FMMV,"","",30,"","",Indian/Antananarivo,airport
923,Arrachart Airport,Antsiranana,Madagascar,DIE,FMNA,"","",374,"","",Indian/Antananarivo,airport
924,Mananara Nord Airport,Mananara,Madagascar,WMR,FMNC,"","",9,"","",Indian/Antananarivo,airport
925,Andapa Airport,Andapa,Madagascar,ZWA,FMND,"","",1552,"","",Indian/Antananarivo,airport
926,Ambilobe Airport,Ambilobe,Madagascar,AMB,FMNE,"","",72,"","",Indian/Antananarivo,airport
927,Antsirabato Airport,Antalaha,Madagascar,ANM,FMNH,"","",20,"","",Indian/Antananarivo,airport
928,Analalava Airport,Analalava,Madagascar,HVA,FMNL,"","",345,"","",Indian/Antananarivo,airport
929,Amborovy Airport,Mahajanga,Madagascar,MJN,FMNM,"","",87,"","",Indian/Antananarivo,airport
930,Fascene Airport,Nosy-be,Madagascar,NOS,FMNN,"","",36,"","",Indian/Antananarivo,airport
931,Besalampy Airport,Besalampy,Madagascar,BPY,FMNQ,"","",125,"","",Indian/Antananarivo,airport
932,Maroantsetra Airport,Maroantsetra,Madagascar,WMN,FMNR,"","",13,"","",Indian/Antananarivo,airport
933,Sambava Airport,Sambava,Madagascar,SVB,FMNS,"","",20,"","",Indian/Antananarivo,airport
934,Vohimarina Airport,Vohemar,Madagascar,VOH,FMNV,"","",19,"","",Indian/Antananarivo,airport
935,Ambalabe Airport,Antsohihy,Madagascar,WAI,FMNW,"","",92,"","",Indian/Antananarivo,airport
936,Ampampamena Airport,Ampampamena,Madagascar,IVA,FMNZ,"","",49,"","",Indian/Antananarivo,airport
937,Tôlanaro Airport,Tolagnaro,Madagascar,FTU,FMSD,"","",29,"","",Indian/Antananarivo,airport
938,Fianarantsoa Airport,Fianarantsoa,Madagascar,WFI,FMSF,"","",3658,"","",Indian/Antananarivo,airport
939,Farafangana Airport,Farafangana,Madagascar,RVA,FMSG,"","",26,"","",Indian/Antananarivo,airport
940,Manakara Airport,Manakara,Madagascar,WVK,FMSK,"","",33,"","",Indian/Antananarivo,airport
941,Mananjary Airport,Mananjary,Madagascar,MNJ,FMSM,"","",20,"","",Indian/Antananarivo,airport
942,Morombe Airport,Morombe,Madagascar,MXM,FMSR,"","",16,"","",Indian/Antananarivo,airport
943,Toliara Airport,Toliara,Madagascar,TLE,FMST,"","",29,"","",Indian/Antananarivo,airport
944,Mbanza Congo Airport,M'banza-congo,Angola,SSY,FNBC,"","",1860,"","",Africa/Luanda,airport
945,Benguela Airport,Benguela,Angola,BUG,FNBG,"","",118,"","",Africa/Luanda,airport
946,Cabinda Airport,Cabinda,Angola,CAB,FNCA,"","",66,"","",Africa/Luanda,airport
948,Nova Lisboa Airport,Huambo,Angola,NOV,FNHU,"","",5587,"","",Africa/Luanda,airport
949,Kuito Airport,Kuito,Angola,SVP,FNKU,"","",5618,"","",Africa/Luanda,airport
950,Lobito Airport,Lobito,Angola,\N,FNLB,"","",10,"","",Africa/Luanda,airport
951,Quatro de Fevereiro Airport,Luanda,Angola,LAD,FNLU,"","",243,"","",Africa/Luanda,airport
952,Malanje Airport,Malanje,Angola,MEG,FNMA,"","",3868,"","",Africa/Luanda,airport
953,Menongue Airport,Menongue,Angola,SPP,FNME,"","",4469,"","",Africa/Luanda,airport
955,Negage Airport,Negage,Angola,GXG,FNNG,"","",4105,"","",Africa/Luanda,airport
956,Porto Amboim Airport,Porto Amboim,Angola,PBN,FNPA,"","",16,"","",Africa/Luanda,airport
957,Saurimo Airport,Saurimo,Angola,VHC,FNSA,"","",3584,"","",Africa/Luanda,airport
958,Soyo Airport,Soyo,Angola,SZA,FNSO,"","",15,"","",Africa/Luanda,airport
959,Lubango Airport,Lubango,Angola,SDD,FNUB,"","",5778,"","",Africa/Luanda,airport
960,Luena Airport,Luena,Angola,LUO,FNUE,"","",4360,"","",Africa/Luanda,airport
961,Uige Airport,Uige,Angola,UGO,FNUG,"","",2720,"","",Africa/Luanda,airport
962,Xangongo Airport,Xangongo,Angola,XGN,FNXA,"","",3635,"","",Africa/Luanda,airport
963,Oyem Airport,Oyem,Gabon,OYE,FOGO,"","",2158,"","",Africa/Libreville,airport
964,Okondja Airport,Okondja,Gabon,OKN,FOGQ,"","",1325,"","",Africa/Libreville,airport
965,Lambarene Airport,Lambarene,Gabon,LBQ,FOGR,"","",82,"","",Africa/Libreville,airport
966,Bitam Airport,Bitam,Gabon,BMM,FOOB,"","",1969,"","",Africa/Libreville,airport
967,Port Gentil Airport,Port Gentil,Gabon,POG,FOOG,"","",13,"","",Africa/Libreville,airport
968,Omboue Hopital Airport,Omboue Hospial,Gabon,OMB,FOOH,"","",33,"","",Africa/Libreville,airport
969,Makokou Airport,Makokou,Gabon,MKU,FOOK,"","",1726,"","",Africa/Libreville,airport
970,Libreville Leon M'ba International Airport,Libreville,Gabon,LBV,FOOL,"","",39,"","",Africa/Libreville,airport
971,M'Vengue El Hadj Omar Bongo Ondimba International Airport,Franceville,Gabon,MVB,FOON,"","",1450,"","",Africa/Libreville,airport
972,Principe Airport,Principe,Sao Tome and Principe,PCP,FPPR,"","",591,"","",Africa/Sao_Tome,airport
973,São Tomé International Airport,Sao Tome,Sao Tome and Principe,TMS,FPST,"","",33,"","",Africa/Sao_Tome,airport
974,Beira Airport,Beira,Mozambique,BEW,FQBR,"","",33,"","",Africa/Maputo,airport
976,Inhambane Airport,Inhambane,Mozambique,INH,FQIN,"","",30,"","",Africa/Maputo,airport
977,Lichinga Airport,Lichinga,Mozambique,VXC,FQLC,"","",4505,"","",Africa/Maputo,airport
978,Lumbo Airport,Lumbo,Mozambique,LFB,FQLU,"","",33,"","",Africa/Maputo,airport
979,Maputo Airport,Maputo,Mozambique,MPM,FQMA,"","",145,"","",Africa/Maputo,airport
980,Mueda Airport,Mueda,Mozambique,MUD,FQMD,"","",2789,"","",Africa/Maputo,airport
981,Mocímboa da Praia Airport,Mocimboa Da Praia,Mozambique,MZB,FQMP,"","",89,"","",Africa/Maputo,airport
982,Marrupa Airport,Marrupa,Mozambique,\N,FQMR,"","",2480,"","",Africa/Maputo,airport
983,Nacala Airport,Nacala,Mozambique,MNC,FQNC,"","",410,"","",Africa/Maputo,airport
984,Nampula Airport,Nampula,Mozambique,APL,FQNP,"","",1444,"","",Africa/Maputo,airport
985,Pemba Airport,Pemba,Mozambique,POL,FQPB,"","",331,"","",Africa/Maputo,airport
986,Quelimane Airport,Quelimane,Mozambique,UEL,FQQL,"","",36,"","",Africa/Maputo,airport
987,Songo Airport,Songo,Mozambique,\N,FQSG,"","",2904,"","",Africa/Maputo,airport
988,Chingozi Airport,Tete,Mozambique,TET,FQTT,"","",525,"","",Africa/Maputo,airport
989,Ulongwe Airport,Ulongwe,Mozambique,\N,FQUG,"","",4265,"","",Africa/Maputo,airport
990,Vilankulo Airport,Vilankulu,Mozambique,VNX,FQVL,"","",46,"","",Africa/Maputo,airport
991,Alphonse Airport,Alphonse,Seychelles,\N,FSAL,"","",10,"","",Indian/Mahe,airport
992,Desroches Airport,Desroches,Seychelles,DES,FSDR,"","",10,"","",Indian/Mahe,airport
993,Farquhar Airport,Farquhar,Seychelles,\N,FSFA,"","",10,"","",Indian/Mahe,airport
994,Seychelles International Airport,Mahe,Seychelles,SEZ,FSIA,"","",10,"","",Indian/Mahe,airport
995,Praslin Airport,Praslin,Seychelles,PRI,FSPP,"","",10,"","",Indian/Mahe,airport
996,Coetivy Airport,Coetivy,Seychelles,\N,FSSC,"","",10,"","",Indian/Mahe,airport
997,Abeche Airport,Abeche,Chad,AEH,FTTC,"","",1788,"","",Africa/Ndjamena,airport
998,Moundou Airport,Moundou,Chad,MQQ,FTTD,"","",1407,"","",Africa/Ndjamena,airport
999,N'Djamena International Airport,N'djamena,Chad,NDJ,FTTJ,"","",968,"","",Africa/Ndjamena,airport
1000,Faya Largeau Airport,Faya-largeau,Chad,FYT,FTTY,"","",771,"","",Africa/Ndjamena,airport
1001,Joshua Mqabuko Nkomo International Airport,Bulawayo,Zimbabwe,BUQ,FVBU,"","",4359,"","",Africa/Harare,airport
1002,Charles Prince Airport,Harare,Zimbabwe,\N,FVCP,"","",4845,"","",Africa/Harare,airport
1003,Buffalo Range Airport,Chiredzi,Zimbabwe,BFO,FVCZ,"","",1421,"","",Africa/Harare,airport
1004,Victoria Falls International Airport,Victoria Falls,Zimbabwe,VFA,FVFA,"","",3490,"","",Africa/Harare,airport
1005,Robert Gabriel Mugabe International Airport,Harare,Zimbabwe,HRE,FVHA,"","",4887,"","",Africa/Harare,airport
1006,Kariba International Airport,Kariba,Zimbabwe,KAB,FVKB,"","",1706,"","",Africa/Harare,airport
1007,Mutoko Airport,Mutoko,Zimbabwe,\N,FVMT,"","",3950,"","",Africa/Harare,airport
1008,Mutare Airport,Mutare,Zimbabwe,UTA,FVMU,"","",3410,"","",Africa/Harare,airport
1009,Masvingo International Airport,Masvingo,Zimbabwe,MVZ,FVMV,"","",3595,"","",Africa/Harare,airport
1010,Zvishavane Airport,Zvishavane,Zimbabwe,\N,FVSH,"","",3012,"","",Africa/Harare,airport
1011,Thornhill Air Base,Gwert,Zimbabwe,GWE,FVTL,"","",4680,"","",Africa/Harare,airport
1012,Hwange National Park Airport,Hwange National Park,Zimbabwe,HWN,FVWN,"","",3543,"","",Africa/Harare,airport
1013,Chileka International Airport,Blantyre,Malawi,BLZ,FWCL,"","",2555,"","",Africa/Blantyre,airport
1014,Karonga Airport,Karonga,Malawi,KGJ,FWKA,"","",1765,"","",Africa/Blantyre,airport
1015,Kasungu Airport,Kasungu,Malawi,KBQ,FWKG,"","",3470,"","",Africa/Blantyre,airport
1016,Lilongwe International Airport,Lilongwe,Malawi,LLW,FWKI,"","",4035,"","",Africa/Blantyre,airport
1017,Mzuzu Airport,Mzuzu,Malawi,ZZU,FWUU,"","",4115,"","",Africa/Blantyre,airport
1018,Moshoeshoe I International Airport,Maseru,Lesotho,MSU,FXMM,"","",5348,"","",Africa/Maseru,airport
