1411,British International Helicopters,\N,BS,BIH,BRINTEL,United Kingdom
1412,Billund Air Center,\N,"",BIL,BILAIR,Denmark
1413,Boise Interagency Fire Center,\N,"",BIN,BISON-AIR,United States
1414,Bird Leasing,\N,"",BIR,BIRD AIR,United States
1415,Bizjet Ltd,\N,"",BIZ,BIZZ,United Kingdom
1416,Baja Air,\N,"",BJA,BAJA AIR,Mexico
1417,Baltic Jet Aircompany,\N,"",BJC,BALTIC JET,Latvia
1418,Business Jet Solutions,\N,"",BJS,SOLUTION,United States
1419,Bankair,\N,B4,BKA,BANKAIR,United States
1420,BF-Lento OY,\N,"",BKF,BAKERFLIGHT,Finland
1421,Barken International,\N,"",BKJ,BARKEN JET,United States
1422,Bangkok Airways,\N,PG,BKP,BANGKOK AIR,Thailand
1423,Bukovyna,\N,"",BKV,BUKOVYNA,Ukraine
1424,Blue Bird Aviation,\N,"",BLB,BLUEBIRD SUDAN,Sudan
1425,Bellesavia,\N,"",BLC,BELLESAVIA,Belarus
1426,Blue Line,\N,"",BLE,BLUE BERRY,France
1427,Blue1,\N,KF,BLF,BLUEFIN,Finland
1428,Belgavia,\N,"",BLG,BELGAVIA,Belgium
1429,Blue Horizon Travel Club,\N,"",BLH,BLUE HORIZON,United States
1430,Blue Jet,\N,"",BLJ,BLUEWAY,Spain
1431,Baltic Airlines,\N,"",BLL,BALTIC AIRLINES,Russia
1432,Blue Airways,\N,"",BLM,BLUE ARMENIA,Armenia
1433,Bali International Air Service,\N,"",BLN,BIAR,Indonesia
1434,Bearskin Lake Air Service,\N,JV,BLS,BEARSKIN,Canada
1435,Baltic Aviation,\N,"",BLT,BALTAIR,United States
1436,Bellview Airlines,\N,B3,BLV,BELLVIEW AIRLINES,Nigeria
1437,bmi,bmi British Midland,BD,BMA,MIDLAND,United Kingdom
1438,British Medical Charter,\N,"",BMD,BRITISH MEDICAL,United Kingdom
1439,Briggs Marine Environmental Services,\N,"",BME,BRIGGS,United Kingdom
1440,Bristow Masayu Helicopters,\N,"",BMH,MASAYU,Indonesia
1441,bmibaby,\N,WW,BMI,BABY,United Kingdom
1442,Bemidji Airlines,\N,CH,BMJ,BEMIDJI,United States
1443,Bismillah Airlines,\N,5Z,BML,BISMILLAH,Bangladesh
1444,Bowman Aviation,\N,"",BMN,BOWMAN,United States
1445,British Midland Regional,\N,"",BMR,"",United Kingdom
1446,BMW,\N,"",BMW,BMW-FLIGHT,Germany
1447,Banco de Mexico,\N,"",BMX,BANXICO,Mexico
1448,Bond Offshore Helicopters,\N,"",BND,BOND,United Kingdom
1449,Benina Air,\N,"",BNE,BENINA AIR,Libya
1450,BN Group Limited,\N,"",BNG,VECTIS,United Kingdom
1451,Blue Nile Ethiopia Trading,\N,"",BNL,NILE TRADING,Ethiopia
1452,Bonair Aviation,\N,"",BNR,BONAIR,Canada
1453,Bancstar - Valley National Corporation,\N,"",BNS,BANCSTAR,United States
1454,Bentiu Air Transport,\N,"",BNT,BENTIU AIR,Sudan
1455,Benane Aviation Corporation,\N,"",BNV,BENANE,Mauritania
1456,British North West Airlines,\N,"",BNW,BRITISH NORTH,United Kingdom
1457,Boniair,\N,"",BOA,KUMANOVO,Macedonia
1458,Bond Air Services,\N,"",BOD,UGABOND,Uganda
1459,Boeing,\N,"",BOE,BOEING,United States
1460,Bordaire,\N,"",BOF,BORDAIR,Canada
1461,Bookajet Limited,\N,"",BOO,BOOKAJET,United Kingdom
1462,Bouraq Indonesia Airlines,\N,BO,BOU,BOURAQ,Indonesia
1463,Blue Panorama Airlines,\N,BV,BPA,BLUE PANOROMA,Italy
1464,Berkhut ZK,\N,"",BPK,VENERA,Kazakhstan
1465,Bundepolizei-Fliegertruppe,\N,"",BPO,PIROL,Germany
1466,Budapest Aircraft Services/Manx2,\N,"",BPS,BASE,Hungary
1467,Bonus Aviation,\N,"",BPT,BONUS,United Kingdom
1468,British Petroleum Exploration,\N,"",BPX,"",Colombia
1469,BRA-Transportes Aereos,\N,7R,BRB,BRA-TRANSPAEREOS,Brazil
1470,Brock Air Services,\N,"",BRD,BROCK AIR,Canada
1471,Breeze Ltd,\N,"",BRE,AVIABREEZE,Ukraine
1472,Bering Air,\N,8E,BRG,BERING AIR,United States
1473,Briansk State Air Enterprise,\N,"",BRK,BRIANSK-AVIA,Russia
1474,Branson Airlines,\N,"",BRN,BRANSON,United States
1475,BASE Regional Airlines,\N,"",BRO,COASTRIDER,Netherlands
1476,Brazilian Air Force,\N,"",BRS,BRAZILIAN AIR FORCE,Brazil
1477,British Regional Airlines,\N,"",BRT,BRITISH,United Kingdom
1478,Belavia Belarusian Airlines,\N,B2,BRU,BELARUS AVIA,Belarus
1479,Bravo Air Congo,\N,K6,BRV,BRAVO,Democratic Republic of the Congo
1480,Bright Aviation Services,\N,"",BRW,BRIGHT SERVICES,Bulgaria
1481,Braniff International Airways,\N,BN,BNF,Braniff,United States
1482,Buffalo Express Airlines,\N,"",BRX,BUFF EXPRESS,United States
1483,Burundayavia,\N,"",BRY,BURAIR,Kazakhstan
1484,Bistair - Fez,\N,"",BSC,BIG SHOT,Kyrgyzstan
1485,Blue Star Airlines,\N,"",BSD,AIRLINES STAR,Mexico
1486,Brasair Transportes Aereos,\N,"",BSI,BRASAIR,Brazil
1487,Blue Swann Aviation,\N,"",BSJ,BLUE SWANN,United Kingdom
1488,Blue Sky Aviation,\N,"",BSM,"",Lebanon
1489,Bissau Aero Transporte,\N,"",BSS,BISSAU AIRSYSTEM,Guinea-Bissau
1490,Best Air,\N,"",BST,TUNCA,Turkey
1491,Blue Sky Airways,\N,"",BSW,SKY BLUE,Czech Republic
1492,Big Sky Airlines,\N,GQ,BSY,BIG SKY,United States
1493,BAL Bashkirian Airlines,\N,V9,BTC,BASHKIRIAN,Russia
1494,Baltijas Helicopters,\N,"",BTH,BALTIJAS HELICOPTERS,Latvia
1495,Baltyka,\N,"",BTK,BALTYKA,Ukraine
1496,Baltia Air Lines,\N,"",BTL,BALTIA FLIGHT,United States
1497,Botir-Avia,\N,"",BTR,BOTIR-AVIA,Kyrgyzstan
1498,Business Express,\N,"",GAA,BIZEX,United States
1499,BT-Slavuta,\N,"",BTT,BEETEE-SLAVUTA,Ukraine
1500,Metro Batavia,\N,7P,BTV,BATAVIA,Indonesia
1501,Bulgarian Air Charter,\N,"",BUC,BULGARIAN CHARTER,Bulgaria
1502,Blue Airlines,\N,"",BUL,BLUE AIRLINES,Democratic Republic of the Congo
1503,Buryat Airlines Aircompany,\N,"",BUN,BURAL,Russia
1504,Buzz Stansted,\N,"",BUZ,BUZZ,United Kingdom
1505,Buffalo Airways,\N,"",BVA,BUFFALO AIR,United States
1506,Bulgarian Aeronautical Centre,\N,"",BVC,BULGARIAN WINGS,Bulgaria
1507,Baron Aviation Services,\N,"",BVN,SHOW-ME,United States
1508,Berjaya Air,\N,J8,BVT,BERJAYA,Malaysia
1509,Bellview Airlines,\N,"",BVU,Sierra Leone,""
1510,Blue Wings,\N,QW,BWG,BLUE WINGS,Germany
1511,Blue Wing Airlines,\N,"",BWI,BLUE TAIL,Suriname
1512,BWA (2002) Ltd,\N,"",BWL,BRITWORLD,United Kingdom
1513,Bahrain Executive Air Services,\N,"",BXA,BEXAIR,Bahrain
1514,Bar XH Air,\N,"",BXH,PALLISER,Canada
1515,Brussels International Airlines,\N,"",BXI,XENIA,Belgium
1516,BAX Global,\N,8W,"","",""
1517,Redding Aero Enterprises,\N,"",BXR,BOXER,United States
1518,Berry Aviation,\N,"",BYA,BERRY,United States
1519,Bylina Joint-Stock Company,\N,"",BYL,BYLINA,Russia
1520,Berytos Airlines,\N,"",BYR,"",Lebanon
1521,Bayu Indonesia Air,\N,BM,BYE,BAYU,Indonesia
1522,Bizair Fluggesellschaft,\N,"",BZA,BERLIN BEAR,Germany
1523,Brit Air,\N,DB,BZH,BRITAIR,France
1524,Butane Buzzard Aviation Corporation,\N,"",BZZ,BUZZARD,United Kingdom
1525,Business Flight Salzburg,\N,"",AUJ,AUSTROJET,Austria
1526,BKS Air (Rivaflecha),\N,"",CKM,COSMOS,Spain
1527,Bristol Flying Centre,\N,"",CLF,CLIFTON,United Kingdom
1528,Barnes Olsen Aeroleasing,\N,"",CLN,SEELINE,United Kingdom
1529,Baltimore Air Transport,\N,"",CPJ,CORPJET,United States
1530,Boston-Maine Airways,\N,E9,CXS,CLIPPER CONNECTION,United States
1531,Brussels Airlines,SN Brussels Airlines,SN,DAT,BEE-LINE,Belgium
1532,Baltimore Airways,\N,"",EAH,EASTERN,United States
1533,Bond Aviation,\N,"",EBA,BOND AVIATION,Italy
1534,Brazilian Army Aviation,\N,"",EXB,BRAZILIAN ARMY,Brazil
1535,Business Express Delivery,\N,"",EXP,EXPRESS AIR,Canada
1536,Bel Limited,\N,"",FOS,"",Russia
1537,Bangkok Aviation Center,\N,"",HAW,THAI HAWK,Thailand
1538,Benair,\N,"",HAX,SCOOP,Norway
1539,Binter Canarias,\N,NT,IBB,"",Spain
1540,Bonyad Airlines,\N,"",IRJ,BONYAD AIR,Iran
1541,Burundaiavia,\N,"",IVR,RERUN,Kazakhstan
1542,Blue Air,\N,0B,JOR,BLUE TRANSPORT,Romania
1543,British Mediterranean Airways,\N,KJ,LAJ,BEE MED,United Kingdom
1544,Belle Air,\N,"",LBY,ALBAN-BELLE,Albania
1545,Blom Geomatics,\N,"",LED,SWEEPER,Norway
1546,Benin Littoral Airways,\N,"",LTL,LITTORAL,Benin
1547,Bombardier Business Jet Solutions,\N,"",LXJ,FLEXJET,United States
1548,Bulgaria Air,\N,FB,LZB,FLYING BULGARIA,Bulgaria
1549,Brazilian Navy Aviation,\N,"",MBR,BRAZILIAN NAVY,Brazil
1550,Barents AirLink,\N,8N,NKF,NORDFLIGHT,Sweden
1551,Belgian Navy,\N,"",NYB,BELGIAN NAVY,Belgium
1552,Bakoji Airlines Services,\N,"",OGJ,BAKO AIR,Nigeria
1553,Benders Air,\N,"",PEB,PALEMA,Sweden
1554,Balmoral Central Contracts,\N,"",PNT,PORTNET,South Africa
1555,BGB Air,\N,"",POI,BOJBAN,Kazakhstan
1556,Butte Aviation,\N,"",PPS,PIPESTONE,United States
1557,Bond Air Services,\N,"",RHD,RED HEAD,United Kingdom
1558,Business Airfreight,\N,"",RLR,RATTLER,United States
1559,BAC Express Airlines,\N,"",RPX,RAPEX,United Kingdom
1560,Boscombe Down DERA (Formation),\N,"",RRS,BLACKBOX,United Kingdom
1561,Business Jet Sweden,\N,"",SCJ,SCANJET,Sweden
1562,British Airways Shuttle,\N,"",SHT,SHUTTLE,United Kingdom
1563,British Sky Broadcasting,\N,"",SKH,SKYNEWS,United Kingdom
1564,Bell Helicopter Textron,\N,"",TXB,TEXTRON,Canada
1565,Buzzaway Limited,\N,"",UKA,UKAY,United Kingdom
1566,Biz Jet Charter,\N,"",VLX,AVOLAR,United States
1567,Blue Chip Jet,\N,"",VOL,BLUE SPEED,Sweden
1568,BAE Systems,\N,"",WFD,AVRO,United Kingdom
1569,BAE Systems,\N,"",WTN,TARNISH,United Kingdom
1570,Baseops International,\N,"",XBO,"",United States
1571,Bureau Veritas,\N,"",XDA,"",France
1572,British Airways,\N,"",XMS,SANTA,United Kingdom
1573,Boskovic Air Charters Limited,\N,"",ZBA,BOSKY,Kenya
1574,C Air Jet Airlines,\N,"",SRJ,SYRJET,Syrian Arab Republic
1575,C N Air,\N,"",ORO,CAPRI,Spain
1576,C and M Aviation,\N,"",TIP,TRANSPAC,United States
1577,C&M Airways,\N,"",RWG,RED WING,United States
1578,C.S.P.,\N,"",RMU,Societe,AIR-MAUR
1579,CABI,\N,"",CBI,CABI,Ukraine
1580,CAI,\N,"",CPI,AIRCAI,Italy
1581,CAL Cargo Air Lines,\N,5C,ICL,CAL,Israel
1582,CAM Air Management,\N,"",CMR,CAMEO,United Kingdom
1583,CATA L,\N,"",CTZ,CATA,Argentina
1584,CCF Manager Airline,\N,"",CCF,TOMCAT,Germany
1585,CEDTA (Compania Ecuatoriana De Transportes Aereos),\N,"",CED,CEDTA,Ecuador
1586,CHC Denmark,\N,"",HBI,HELIBIRD,Denmark
1587,CHC Helicopters,\N,"",HEM,HEMS,Australia
1588,CHC Airways,\N,AW,SCH,"",Netherlands
1589,CHC Helikopter Service,\N,"",HKS,HELIBUS,Norway
1590,CI-Tours,\N,"",VCI,CI-TOURS,Ivory Coast
1591,CKC Services,\N,"",CKC,"",United States
1592,CM Stair,\N,"",CMZ,CEE-EM STAIRS,Mauritania
1593,CNET,\N,"",CNT,KNET,France
1594,COAPA AIR,\N,"",OAP,COAPA,Mexico
1595,COMAV,\N,"",PDR,SPEEDSTER,Namibia
1596,CRI Helicopters Mexico,\N,"",CRH,HELI-MEX,Mexico
1597,CSA Air,\N,"",IRO,IRON AIR,United States
1598,CSE Aviation,\N,"",CSE,OXFORD,United Kingdom
1599,CTK Network Aviation,\N,"",CTQ,CITYLINK,Ghana
1600,Cabair College of Air Training,\N,"",CBR,CABAIR,United Kingdom
1601,Cabo Verde Express,\N,"",CVE,KABEX,Cape Verde
1602,Caernarfon Airworld,\N,"",CWD,AMBASSADOR,United Kingdom
1603,Cairo Air Transport Company,\N,"",CCE,"",Egypt
1604,Cal Gulf Aviation,\N,"",CGC,CAL-GULF,Sao Tome and Principe
1605,Cal-West Aviation,\N,"",REZ,CAL AIR,United States
1606,California Air Shuttle,\N,"",CSL,CALIFORNIA SHUTTLE,United States
1607,Calima Aviacion,\N,XG,CLI,CALIMA,Spain
1608,Calm Air,\N,MO,CAV,CALM AIR,Canada
1609,Camai Air,\N,R9,CAM,AIR CAMAI,United States
1610,Cambodia Airlines,\N,"",KHM,CAMBODIA AIRLINES,Cambodia
1611,Cameroon Airlines,\N,UY,UYC,CAM-AIR,Cameroon
1612,Campania Helicopteros De Transporte,\N,"",HSO,HELIASTURIAS,Spain
1613,CanJet,\N,C6,CJA,CANJET,Canada
1614,Canada Jet Charters,\N,"",PIL,PINNACLE,Canada
1615,Canadian Airlines,\N,CP,CDN,CANADIAN,Canada
1616,Canadian Coast Guard,\N,"",CTG,CANADIAN COAST GUARD,Canada
1617,Canadian Eagle Aviation,\N,"",HIA,HAIDA,Canada
1618,Canadian Forces,\N,"",CFC,CANFORCE,Canada
1619,Canadian Global Air Ambulance,\N,"",BZD,BLIZZARD,Canada
1620,Canadian Helicopters,\N,"",CDN,CANADIAN,Canada
1621,Canadian Interagency Forest Fire Centre,\N,"",TKR,TANKER,Canada
1622,Canadian National Telecommunications,\N,"",XNC,"",Canada
1623,Canadian North,\N,5T,MPE,EMPRESS,Canada
1624,Canadian Regional Airlines,\N,"",CDR,CANADIAN REGIONAL,Canada
1625,Canadian Warplane Heritage Museum,\N,"",CWH,WARPLANE HERITAGE,Canada
1626,Canadian Western Airlines,\N,W2,CWA,CANADIAN WESTERN,Canada
1627,Canair,\N,"",CWW,CANAIR,China
1628,Cancun Air,\N,"",CUI,CAN-AIR,Mexico
1629,Cape Air,\N,9K,KAP,CAIR,United States
1630,Cape Air Transport,\N,"",CTO,"",Australia
1631,Cape Central Airways,\N,"",SEM,SEMO,United States
1632,Cape Smythe Air,\N,"",CMY,CAPE SMYTHE AIR,United States
1633,Capital Air Service,\N,"",CPX,CAPAIR,United States
1634,Capital Airlines,\N,"",CPD,CAPITAL DELTA,Kenya
1635,Capital Airlines Limited,\N,"",NCP,CAPITAL SHUTTLE,Nigeria
1636,Capital Cargo International Airlines,\N,PT,CCI,CAPPY,United States
1637,Capital City Air Carriers,\N,"",CCQ,CAP CITY,United States
1638,Capital Trading Aviation,\N,"",EGL,PRESTIGE,United Kingdom
1639,Capitol Air Express,\N,"",CEX,CAPITOL EXPRESS,United States
1640,Capitol Wings Airline,\N,"",CWZ,CAPWINGS,United States
1641,Caravan Air,\N,"",VAN,CAMEL,Mauritania
1642,Cardiff Wales Flying Club,\N,"",CWN,CAMBRIAN,United Kingdom
1643,Cardinal/Air Virginia,\N,"",FVA,AIR VIRGINIA,United States
1644,Cardolaar,\N,"",GOL,CARGOLAAR,Namibia
1645,Cards Air Services,\N,"",CDI,CARDS,Philippines
1646,Care Flight,\N,"",CFH,CARE FLIGHT,Australia
1647,Carga Aerea Dominicana,\N,"",CDM,CARGA AEREA,Dominican Republic
1648,Carga Express Internacional,\N,"",EST,CARGAINTER,Mexico
1649,Cargo 360,\N,GG,GGC,LONG-HAUL,United States
1650,Cargo Express,\N,"",MCX,MAURICARGO,Mauritania
1651,Cargo Ivoire,\N,"",CRV,CARGOIV,Ivory Coast
1652,Cargo Link (Caribbean),\N,"",CLM,CARGO LINK,Barbados
1653,Cargo Three,\N,"",CTW,THIRD CARGO,Panama
1654,Cargoitalia,\N,2G,CRG,WHITE PELICAN,Italy
1655,Cargojet Airways,\N,W8,CJT,CARGOJET,Canada
1656,Cargolux,\N,CV,CLX,CARGOLUX,Luxembourg
1657,Cargoman,\N,"",CGM,HOTEL CHARLIE,Oman
1658,Carib Aviation,\N,"",DEL,RED TAIL,Antigua and Barbuda
1659,Carib Express,\N,"",BCB,WAVEBIRD,Barbados
1660,Caribair,\N,"",CBC,CARIBAIR,Dominican Republic
1661,Caribbean Air Cargo,\N,"",DCC,CARICARGO,Barbados
1662,Caribbean Air Transport,\N,"",CLT,CARIBBEAN,Netherlands
1663,Caribbean Airlines,\N,BW,BWA,CARIBBEAN AIRLINES,Trinidad and Tobago
1664,Caribbean Airways,\N,"",IQQ,CARIBJET,Barbados
1665,Caribbean Express,\N,"",TLC,CARIB-X,United States
1666,Caribbean Star Airlines,\N,8B,GFI,CARIB STAR,Antigua and Barbuda
1667,Caribintair,\N,"",CRT,CARIBINTAIR,Haiti
1668,Carill Aviation,\N,"",CVG,CARILL,United Kingdom
1669,Carpatair,\N,V3,KRP,CARPATAIR,Romania
1670,Carranza,\N,"",CRR,CARRANZA,Chile
1671,Carroll Air Service,\N,"",ULS,ULSTER,United States
1672,Casement Aviation,\N,"",CMT,CASEMENT,United States
1673,Casino Airline,\N,"",CSO,CASAIR,United States
1674,Casper Air Service,\N,"",CSP,CASPER AIR,United States
1675,Caspian Airlines,\N,RV,CPN,CASPIAN,Iran
1676,Castle Aviation,\N,"",CSJ,CASTLE,United States
1677,Cat Aviation,\N,"",CAZ,EUROCAT,Switzerland
1678,Catalina Flying Boats,\N,"",CBT,CATALINA AIR,United States
1679,Catex,\N,"",TEX,CATEX,France
1680,Cathay Pacific,\N,CX,CPA,CATHAY,Hong Kong SAR of China
1681,Caverton Helicopters,\N,"",CJR,CAVERTON AIR,Nigeria
1682,Cayman Airways,\N,KX,CAY,CAYMAN,Cayman Islands
1683,Cebu Pacific,\N,5J,CEB,CEBU AIR,Philippines
1684,Cecil Aviation,\N,"",CIL,CECIL,United Kingdom
1685,Cega Aviation,\N,"",CEG,CEGA,United Kingdom
1686,Celtic Airways,\N,"",CEC,CELTAIR,United Kingdom
1687,Celtic West,\N,"",CWE,CELTIC,United Kingdom
1688,Centavia,\N,7N,CNA,"",Serbia
1689,Cente D'Essais En Vol,\N,"",CEV,CENTEV,France
1690,Centennial Airlines,\N,"",CNL,WYO-AIR,United States
1691,Centennial Flight Centre,\N,"",CNS,CENTENNIAL,Canada
1692,Center Vol,\N,"",CVO,CENTERVOL,Spain
1693,Center-South,\N,"",CTS,CENTER-SOUTH,Russia
1694,Centrafrican Airlines,\N,"",CET,CENTRAFRICAIN,Central African Republic
1695,Central Air Express,\N,"",CAX,CENTRAL EXPRESS,Democratic Republic of Congo
1696,Central Airlines,\N,"",CTL,CENTRAL COMMUTER,United States
1697,Central Airways,\N,"",CNY,CENTRAL LEONE,Sierra Leone
1698,Central American Airlines,\N,"",ACN,AEROCENTRO,Nicaragua
1699,Central Aviation,\N,"",YOG,YOGAN AIR,United States
1700,Central Connect Airlines,\N,"",CCG,"",Czech Republic
1701,Central De Discos De Reynosa,\N,"",DRN,DISCOS REYNOSA,Mexico
1702,Central European Airlines,\N,"",CMA,EUROCENTRAL,Czech Republic
1703,Central Flying Service,\N,"",CHA,CHARTER CENTRAL,United States
1704,Central Mongolia Airways,\N,"",CEM,CENTRAL MONGOLIA,Mongolia
1705,Central Mountain Air,\N,"",GLR,GLACIER,Canada
1706,Central Queensland Aviation College,\N,"",CQC,"",Australia
1707,Central Skyport,\N,"",CSI,SKYPORT,United States
1708,Centralwings,\N,C0,CLW,CENTRALWINGS,Poland
1709,Centre Airlines,\N,"",DTV,DUTCH VALLEY,United States
1710,Centre of Applied Geodynamica,\N,"",CGS,GEO CENTRE,Russia
1711,Centre-Avia,\N,J7,CVC,AVIACENTRE,Russia
1712,Centro De Helicopteros Corporativos,\N,"",CCV,HELICORPORATIVO,Mexico
1713,Centro de Formacion Aeronautica de Canarias,\N,"",ACF,FORCAN,Spain
1714,Centurion Air Cargo,\N,WE,CWC,CHALLENGE CARGO,United States
1715,Century Aviation,\N,"",URY,CENTURY AVIA,Mexico
1716,Century Aviation International,\N,"",HAI,"",Canada
1717,Certified Air Dispatch,\N,"",XAD,"",United States
1718,Cetraca Aviation Service,\N,"",CER,CETRACA,Democratic Republic of the Congo
1719,Chabahar Airlines,\N,"",IRU,CHABAHAR,Iran
1720,Chalair Aviation,\N,"",CLG,CHALLAIR,France
1721,Chalk's Ocean Airways,\N,OP,CHK,CHALKS,United States
1722,Challenge Air Transport,\N,"",CLS,AIRISTO,Germany
1723,Challenge Aviation,\N,"",CHS,CHALLENGE AVIATION,Australia
1724,Challenge International Airlines,\N,"",OFF,CHALLENGE AIR,United States
1725,AC Challenge Aero,\N,"",CHG,SKY CHALLENGER,Ukraine
1726,Champagne Airlines,\N,"",CPH,CHAMPAGNE,France
1727,Champion Air,\N,MG,CCP,CHAMPION AIR,United States
1728,Chanchangi Airlines,\N,"",NCH,CHANCHANGI,Nigeria
1729,Changan Airlines,\N,2Z,CGN,CHANGAN,China
1730,Channel Island Aviation,\N,"",CHN,CHANNEL,United States
1731,Chantilly Air,\N,"",WML,MARLIN,United States
1732,Chaparral Airlines,\N,"",CPL,CHAPARRAL,United States
1733,Chari Aviation Services,\N,S8,CSU,CHARI SERVICE,Chad
1734,Charlan Air Charter,\N,"",CAH,CHARLAN,South Africa
1735,Charlie Hammonds Flying Service,\N,"",HMD,HAMMOND,United States
1736,Charlotte Air National Guard,\N,"",CGD,"",United States
1737,Charter Air,\N,"",CHW,CHARTER WIEN,Austria
1738,Chartright Air,\N,"",HRT,CHARTRIGHT,Canada
1739,Chautauqua Airlines,\N,RP,CHQ,CHAUTAUQUA,United States
1740,Cheboksary Airenterprise JSC,\N,"",CBB,CHEBAIR,Russia
1741,Chemech Aviation,\N,"",CHM,"",Pakistan
1742,Cherline,\N,"",CHZ,CHERL,Russia
1743,Chernomor-Avia,\N,"",CMK,CHERAVIA,Russia
1744,Cherokee Express,\N,"",CBM,BLUE MAX,United States
1745,Cherry Air,\N,"",CCY,CHERRY,United States
1746,Chesapeake Air Service,\N,"",CAB,CHESAPEAKE AIR,United States
1747,Chevron U.S.A,\N,"",CVR,CHEVRON,United States
1748,Cheyenne Airways,\N,"",CYA,CHEYENNE AIR,United States
1749,Chicago Air,\N,"",CGO,WILD ONION,United States
1750,Chicago Express,\N,C8,WDY,WINDY CITY,United States
1751,Chief Rat Flight Services,\N,"",RAT,RIVERRAT,South Africa
1752,Chilchota Taxi Aereo,\N,"",CCH,CHILCHOTA,Mexico
1753,Chilcotin Caribou Aviation,\N,"",DES,CHILCOTIN,Canada
1754,Chilliwack Aviation,\N,"",CAD,CHILLIWACKAIR,Canada
1755,Chim-Nir Aviation,\N,"",ETN,CHMINIR,Israel
1756,China Airlines,\N,CI,CAL,DYNASTY,Taiwan
1757,China Cargo Airlines,\N,CK,CKK,CARGO KING,China
1758,China Eastern Airlines,\N,MU,CES,CHINA EASTERN,China
1759,China Express Airlines,\N,"",HXA,CHINA EXPRESS,China
1760,China Flying Dragon Aviation,\N,"",CFA,FEILONG,China
1761,China General Aviation Corporation,\N,"",CTH,TONGHANG,China
1762,China National Aviation Corporation,\N,"",CAG,CHINA NATIONAL,China
1763,China Northern Airlines,\N,CJ,CBF,CHINA NORTHERN,China
1764,China Northwest Airlines,\N,WH,CNW,CHINA NORTHWEST,China
1765,China Ocean Helicopter Corporation,\N,"",CHC,CHINA HELICOPTER,China
1766,China Postal Airlines,\N,8Y,CYZ,CHINA POST,China
1767,China Southern Airlines,\N,CZ,CSN,CHINA SOUTHERN,China
1768,China Southwest Airlines,\N,"",CXN,CHINA SOUTHWEST,China
1769,China United Airlines,\N,HR,CUA,LIANHANG,China
1770,China Xinhua Airlines,\N,XO,CXH,XINHUA,China
1771,Yunnan Airlines,\N,3Q,CYH,YUNNAN,China
1772,Chinguetti Airlines,\N,"",CGU,CHINGUETTI,Mauritania
1773,Chipola Aviation,\N,"",CEP,CHIPOLA,United States
1774,Chippewa Air Commuter,\N,"",CPW,CHIPPEWA-AIR,United States
1775,Chitaavia,\N,X7,CHF,CHITA,Russia
1776,Christman Air System,\N,"",CAS,CHRISTMAN,United States
1777,Christophorus Flugrettungsverein,\N,"",OEC,CHRISTOPHORUS,Austria
1778,Chrome Air Services,\N,"",CHO,CHROME AIR,United States
1779,Church Aircraft,\N,"",CHU,CHURCHAIR,United States
1780,Cielos Airlines,\N,A2,CIU,CIELOS,Peru
1781,Cimber Air,\N,QI,CIM,CIMBER,Denmark
1782,Cirrus,\N,"",RRU,HELICIRRUS,Chile
1783,Cirrus Air,\N,"",NTS,NITE STAR,United States
1784,Cirrus Airlines,\N,C9,RUS,CIRRUS AIR,Germany
1785,Cirrus Middle East,\N,"",JTI,"",Lebanon
1786,Citationshares,\N,"",FIV,FIVE STAR,United States
1787,Citibank,\N,"",XCX,"",United States
1788,Citic General Aviation,\N,"",HZX,ZHONGXIN,China
1789,City Airline,\N,CF,SDR,SWEDESTAR,Sweden
1790,City Connexion Airlines,\N,G3,CIX,CONNEXION,Burundi
1791,City of Bangor,\N,"",XBG,"",United States
1792,CityJet,\N,WX,BCY,CITY-IRELAND,Ireland
1793,Cityair (Chester) Limited,\N,"",CAQ,AIR CHESTER,United Kingdom
1794,Cityfly,\N,"",CII,CITYFLY,Italy
1795,BA CityFlyer,\N,CJ,CFE,FLYER,United Kingdom
1796,Cityline Hungary,\N,"",CNB,CITYHUN,Hungary
1797,Citylink Airlines,\N,"",HSR,HOOSIER,United States
1798,Civair Airways,\N,"",CIW,CIVFLIGHT,South Africa
1799,Civil Air Patrol South Carolina Wing,\N,"",BKR,BOX KAR,United States
1800,Civil Air Transport,\N,CT,CAT,Mandarin,Taiwan
1801,Civil Aviation Authority,\N,"",CIA,CALIMERA,Slovakia
1802,Civil Aviation Authority of New Zealand,\N,"",CIV,CIVAIR,New Zealand
1803,Civil Aviation Inspectorate of the Czech Republic,\N,"",CBA,CALIBRA,Czech Republic
1804,Claessens International Limited,\N,"",FMC,CLAESSENS,United Kingdom
1805,Clark Aviation,\N,"",CLK,CLARKAIR,United States
1806,Clasair,\N,"",CSF,CALEDONIAN,United Kingdom
1807,Clay Lacy Aviation,\N,"",CLY,CLAY-LACY,United States
1808,Click Airways,\N,"",CGK,CLICK AIR,Kyrgyzstan
1809,Cloud 9 Air Charters,\N,"",CLZ,CLOUDLINE,South Africa
1810,Clowes Estates Limited,\N,"",CLD,CLOWES,United Kingdom
1811,Club 328,\N,"",SDJ,SPACEJET,United Kingdom
1812,Club Air,\N,6P,ISG,CLUBAIR,Italy
1813,Coast Air,\N,BX,CST,COAST CENTER,Norway
1814,Coastal Air,\N,DQ,"",U.S. Virgin Islands,United States
1815,Coastal Air Transport,\N,"",TCL,TRANS COASTAL,United States
1816,Coastal Airways,\N,"",CNG,SID-AIR,United States
1817,Coastal Travels,\N,"",CSV,COASTAL TRAVEL,Tanzania
